"","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","salary"
"25743",40,"Private",53835,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"25745",31,"Private",266126,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
"25747",42,"Private",125280,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3137,0,40,"United-States","<=50K"
"25748",23,"Private",173535,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"25752",38,"Local-gov",194630,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",4787,0,43,"United-States",">50K"
"25759",58,"Private",225394,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States","<=50K"
"25761",48,"State-gov",120131,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Male",8614,0,40,"United-States",">50K"
"25764",20,"Private",138352,"HS-grad",9,"Never-married","Other-service","Other-relative","White","Male",0,0,30,"United-States","<=50K"
"25766",36,"Private",306567,"HS-grad",9,"Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,40,"United-States",">50K"
"25767",46,"Local-gov",187749,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K"
"25770",37,"Private",186808,"HS-grad",9,"Never-married","Sales","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"25773",63,"?",106648,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,25,"United-States","<=50K"
"25774",22,"Private",305781,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"Canada","<=50K"
"25775",31,"Self-emp-inc",256362,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",3908,0,50,"United-States","<=50K"
"25777",21,"Private",349041,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"25778",67,"Private",105252,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"25780",29,"Private",166210,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,50,"United-States","<=50K"
"25786",43,"Private",212894,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
"25787",62,"State-gov",265201,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"25791",37,"Private",259089,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"25793",46,"Local-gov",207946,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,43,"United-States","<=50K"
"25795",33,"Private",36539,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
"25796",62,"Private",176811,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"25797",46,"Private",456062,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,55,"United-States",">50K"
"25800",46,"Federal-gov",344415,"Masters",14,"Married-civ-spouse","Armed-Forces","Husband","White","Male",0,1887,40,"United-States",">50K"
"25802",34,"Private",198091,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,72,"United-States","<=50K"
"25803",67,"?",150264,"Doctorate",16,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"Canada",">50K"
"25804",62,"Private",588484,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,20,"United-States",">50K"
"25806",19,"Private",270551,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
"25810",52,"Private",150393,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"25812",57,"Local-gov",343447,"HS-grad",9,"Divorced","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"25814",56,"?",32855,"HS-grad",9,"Divorced","?","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"25816",53,"Private",177705,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,44,"United-States",">50K"
"25818",41,"Private",138975,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,45,"United-States",">50K"
"25819",45,"Local-gov",235431,"HS-grad",9,"Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"25820",63,"?",83043,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,2179,45,"United-States","<=50K"
"25821",45,"State-gov",130206,"HS-grad",9,"Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"25823",39,"Local-gov",249392,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,72,"United-States","<=50K"
"25825",35,"Self-emp-not-inc",190387,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,45,"United-States","<=50K"
"25826",54,"Private",176240,"Masters",14,"Married-civ-spouse","Transport-moving","Husband","White","Male",7688,0,60,"United-States",">50K"
"25828",40,"Local-gov",105862,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",5455,0,40,"United-States","<=50K"
"25829",55,"Self-emp-not-inc",185195,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"25830",31,"Private",173495,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"25832",31,"Private",147284,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,99,"United-States",">50K"
"25833",46,"Self-emp-not-inc",82572,"HS-grad",9,"Widowed","Other-service","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"25837",48,"Self-emp-not-inc",179337,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"England","<=50K"
"25838",73,"Private",173047,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,15,"United-States","<=50K"
"25839",25,"Private",264012,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K"
"25842",45,"Self-emp-inc",108100,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",99999,0,25,"?",">50K"
"25843",37,"Private",146398,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
"25844",30,"Private",324120,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K"
"25845",29,"Private",367329,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"25847",75,"?",222789,"Bachelors",13,"Widowed","?","Not-in-family","White","Female",0,0,6,"United-States","<=50K"
"25848",58,"Private",170108,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"25851",45,"Local-gov",348172,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","Asian-Pac-Islander","Male",7298,0,40,"United-States",">50K"
"25852",38,"Private",809585,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"25853",36,"Self-emp-not-inc",67728,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K"
"25854",70,"?",163057,"HS-grad",9,"Widowed","?","Not-in-family","White","Female",2009,0,40,"United-States","<=50K"
"25856",47,"Local-gov",149700,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,35,"United-States",">50K"
"25861",27,"Private",493689,"Bachelors",13,"Never-married","Tech-support","Not-in-family","Black","Female",0,0,40,"France","<=50K"
"25863",48,"Self-emp-not-inc",353012,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
"25864",29,"Private",174419,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K"
"25865",29,"Private",209472,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,38,"United-States","<=50K"
"25868",67,"Private",228200,"HS-grad",9,"Married-civ-spouse","Priv-house-serv","Wife","Black","Female",0,0,20,"United-States","<=50K"
"25869",51,"Private",263836,"HS-grad",9,"Widowed","Handlers-cleaners","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"25870",35,"Private",178948,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,32,"United-States","<=50K"
"25872",64,"Self-emp-not-inc",253296,"HS-grad",9,"Widowed","Other-service","Other-relative","White","Female",0,0,40,"United-States","<=50K"
"25874",49,"Private",24712,"Bachelors",13,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,35,"Philippines","<=50K"
"25875",38,"Self-emp-not-inc",342635,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States","<=50K"
"25876",62,"Private",115387,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
"25878",70,"?",133248,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,14,"United-States","<=50K"
"25879",45,"Self-emp-not-inc",246891,"Masters",14,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"25881",38,"Private",175232,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
"25882",50,"Self-emp-inc",140516,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"25884",30,"Private",155781,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,70,"United-States","<=50K"
"25886",28,"Self-emp-not-inc",227890,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,50,"United-States",">50K"
"25887",62,"Self-emp-not-inc",162249,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States","<=50K"
"25888",31,"Private",165949,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"25889",40,"Private",445382,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"25890",34,"Private",211948,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,1590,40,"United-States","<=50K"
"25894",51,"Private",163826,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
"25895",49,"Private",185385,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"25896",43,"Private",169031,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"25899",26,"Private",328663,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Other","Male",0,0,40,"United-States","<=50K"
"25900",50,"Private",169646,"Bachelors",13,"Separated","Prof-specialty","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"25901",35,"Private",186815,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"25903",53,"?",150393,"HS-grad",9,"Never-married","?","Not-in-family","White","Male",0,1504,35,"United-States","<=50K"
"25906",28,"Private",51672,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
"25907",46,"Private",380162,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","Black","Male",0,0,40,"United-States",">50K"
"25909",41,"Self-emp-not-inc",100800,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,70,"United-States",">50K"
"25910",30,"Private",162572,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,70,"United-States",">50K"
"25911",66,"Self-emp-inc",179951,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States","<=50K"
"25915",51,"Private",172046,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",">50K"
"25916",33,"Private",182926,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
"25918",47,"Self-emp-inc",362835,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"25919",49,"Private",97883,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"25920",53,"Private",91911,"HS-grad",9,"Divorced","Craft-repair","Unmarried","Black","Female",0,0,48,"United-States","<=50K"
"25922",54,"Private",146310,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"25925",46,"Self-emp-inc",256909,"HS-grad",9,"Married-spouse-absent","Farming-fishing","Not-in-family","White","Male",3325,0,45,"United-States","<=50K"
"25927",48,"State-gov",44434,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,61,"United-States",">50K"
"25928",25,"Private",255474,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"25929",28,"?",303674,"HS-grad",9,"Married-civ-spouse","?","Wife","White","Female",3103,0,20,"United-States","<=50K"
"25933",69,"Private",197080,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","White","Male",0,0,8,"United-States","<=50K"
"25934",38,"Private",102945,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,52,"United-States",">50K"
"25937",46,"Private",270693,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",3674,0,30,"United-States","<=50K"
"25940",18,"Private",184016,"HS-grad",9,"Married-civ-spouse","Priv-house-serv","Not-in-family","White","Female",3103,0,40,"United-States","<=50K"
"25942",32,"Private",158242,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"25943",38,"Private",299810,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","Black","Male",0,0,40,"United-States","<=50K"
"25946",39,"Local-gov",316582,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
"25948",42,"Private",93770,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States",">50K"
"25953",48,"Self-emp-not-inc",115971,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"25954",46,"Private",31432,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",3103,0,52,"United-States",">50K"
"25955",30,"Private",112383,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States","<=50K"
"25956",24,"Private",283092,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","Black","Male",0,0,40,"Jamaica","<=50K"
"25958",30,"Private",46712,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"25959",57,"State-gov",19520,"Doctorate",16,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"25961",27,"Private",159897,"HS-grad",9,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,37,"United-States","<=50K"
"25962",38,"Private",136629,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Iran","<=50K"
"25963",19,"Private",407759,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"25966",28,"Private",274964,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,38,"United-States","<=50K"
"25967",50,"Self-emp-inc",160107,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
"25968",43,"Private",167265,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,84,"United-States",">50K"
"25969",34,"Private",148226,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","Black","Female",0,0,48,"United-States","<=50K"
"25972",55,"Private",256953,"HS-grad",9,"Widowed","Machine-op-inspct","Unmarried","Black","Female",0,0,44,"United-States","<=50K"
"25973",26,"Private",100147,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,45,"United-States",">50K"
"25974",51,"Local-gov",166461,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,0,40,"United-States",">50K"
"25975",35,"Private",171327,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"25977",63,"?",133166,"Doctorate",16,"Married-civ-spouse","?","Husband","White","Male",0,0,12,"United-States","<=50K"
"25978",31,"Private",169589,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
"25979",22,"Local-gov",273734,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,20,"United-States","<=50K"
"25980",67,"Private",158301,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,60,"United-States","<=50K"
"25982",63,"Private",196725,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,24,"United-States","<=50K"
"25983",31,"Private",137444,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"25985",41,"Local-gov",201435,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
"25988",24,"Private",462820,"Bachelors",13,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"25992",44,"Private",112262,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",5178,0,40,"United-States",">50K"
"25993",56,"Private",213105,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,36,"United-States",">50K"
"25996",69,"Self-emp-not-inc",58213,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,45,"United-States",">50K"
"25997",64,"Private",125684,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"25998",38,"Private",215419,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,36,"United-States",">50K"
"26000",37,"Private",205339,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,49,"United-States","<=50K"
"26001",19,"Private",236570,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,16,"United-States","<=50K"
"26002",59,"Self-emp-not-inc",247552,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"26004",33,"Private",341187,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
"26007",27,"Private",175821,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,34,"United-States","<=50K"
"26008",42,"Private",92288,"Masters",14,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,40,"?","<=50K"
"26009",34,"Private",261418,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"26011",68,"Self-emp-not-inc",166083,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"26012",28,"Private",109001,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States",">50K"
"26014",22,"Self-emp-not-inc",197387,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States","<=50K"
"26021",47,"Private",220124,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26022",39,"Private",188503,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,60,"United-States",">50K"
"26023",44,"Private",113324,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"26026",23,"Private",292023,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",0,0,30,"United-States","<=50K"
"26027",34,"Private",141118,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"26028",33,"Private",348592,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",">50K"
"26029",38,"Private",185203,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K"
"26031",50,"Private",116933,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
"26032",38,"Private",237608,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,2444,45,"United-States",">50K"
"26033",35,"Private",84787,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"26034",67,"Self-emp-not-inc",217892,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",10605,0,35,"United-States",">50K"
"26035",60,"Private",325971,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",7688,0,40,"United-States",">50K"
"26036",44,"Private",206878,"HS-grad",9,"Never-married","Sales","Other-relative","White","Female",0,0,15,"United-States","<=50K"
"26037",38,"Self-emp-not-inc",127772,"HS-grad",9,"Divorced","Farming-fishing","Own-child","White","Male",0,0,50,"United-States","<=50K"
"26038",29,"Private",208577,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"26039",65,"Private",344152,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5556,0,50,"United-States",">50K"
"26041",29,"?",95108,"HS-grad",9,"Never-married","?","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26045",42,"Private",177989,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"26046",32,"Private",164190,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,30,"United-States","<=50K"
"26048",41,"State-gov",33126,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",">50K"
"26050",21,"Private",216129,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
"26053",19,"Private",306225,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,25,"United-States","<=50K"
"26054",35,"Private",330664,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26055",43,"Private",191765,"HS-grad",9,"Divorced","Tech-support","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
"26056",45,"Private",289353,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,24,"United-States","<=50K"
"26057",25,"Private",53147,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Black","Male",0,0,50,"United-States","<=50K"
"26058",39,"Self-emp-not-inc",122353,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
"26059",26,"Private",188767,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26060",60,"Private",239576,"Masters",14,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,10,"United-States","<=50K"
"26061",52,"Local-gov",155141,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"26064",46,"Private",155654,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States","<=50K"
"26065",34,"Self-emp-not-inc",124052,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,30,"United-States","<=50K"
"26066",39,"Private",245053,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"26067",38,"Private",183585,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26068",56,"Self-emp-not-inc",323639,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,25,"United-States","<=50K"
"26069",55,"Federal-gov",186791,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"26072",39,"Private",200153,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26073",24,"Private",180931,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,30,"United-States","<=50K"
"26074",51,"Self-emp-not-inc",183173,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"26075",47,"Self-emp-inc",120131,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"Cuba",">50K"
"26076",25,"Self-emp-not-inc",263300,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"26081",49,"Private",246183,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"26083",43,"Private",122749,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States","<=50K"
"26084",71,"Self-emp-inc",38822,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",99999,0,40,"United-States",">50K"
"26085",59,"Private",167963,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"26086",32,"Private",273241,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K"
"26087",25,"Private",120238,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26088",32,"Private",167990,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Ireland","<=50K"
"26092",27,"Private",230959,"Bachelors",13,"Never-married","Tech-support","Own-child","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"26093",41,"Local-gov",132125,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
"26094",62,"?",68461,"Doctorate",16,"Married-civ-spouse","?","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States",">50K"
"26097",39,"Private",129573,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States",">50K"
"26098",30,"Private",224377,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"26099",37,"Private",179481,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"26101",40,"Self-emp-not-inc",173716,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
"26103",24,"Private",114230,"HS-grad",9,"Never-married","Sales","Other-relative","White","Male",0,0,40,"United-States","<=50K"
"26104",33,"Private",188661,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
"26105",48,"Private",216093,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
"26106",51,"Private",124963,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
